# Netdata Topology OUI Vendor Dataset
# Generated: 2026-02-26T08:31:44Z
# Sources:
# - ieee_oui https://standards-oui.ieee.org/oui/oui.csv
# - ieee_cid https://standards-oui.ieee.org/cid/cid.csv
# - ieee_oui36 https://standards-oui.ieee.org/oui36/oui36.csv
# - ieee_iab https://standards-oui.ieee.org/iab/iab.csv
# Format: <HEX_PREFIX>\t<VENDOR>
001BC5000	Converging Systems Inc.
0050C2230	AutoTOOLS group Co. Ltd.
0050C2231	Legra Systems, Inc.
0050C2232	SIMET
0050C2233	EdenTree Technologies, Inc.
0050C2234	Silverback Systems
0050C2235	POLIMAR ELEKTRONIK LTD.
0050C2236	JLCooper Electronics
0050C2237	Tandata Systems Ltd
0050C2238	Schwer+Kopka GmbH
0050C2239	Stins Coman
0050C223A	Chantry Networks
0050C223B	Envara
0050C223C	Wheatstone Corporation
0050C223D	Gauging Systems Inc
0050C223E	Kallastra Inc.
0050C223F	Halliburton - NUMAR
0050C2240	Geoquip Ltd
0050C2241	Contronics Automacao Ltda
0050C2242	MDS SCIEX
0050C2243	RGB Spectrum
0050C2244	intec GmbH
0050C2245	Hauppauge Computer Works, Inc.
0050C2246	Hardmeier
0050C2247	Gradual Tecnologia Ltda.
0050C2248	Dixtal Biomedica Ind. Com. Ltda.
0050C2249	Bender GmbH & Co. KG
0050C224A	CDS Rail
0050C224B	Azimuth Systems, Inc.
0050C224C	Supertel
0050C224D	Mettler Toledo
0050C224E	Scharff Weisberg Systems Integration Inc
0050C224F	Macronet s.r.l.
0050C2250	ACD Elektronik GmbH
0050C2251	DGT Sp. z o.o.
0050C2252	ads-tec GmbH
0050C2253	DSM-Messtechnik GmbH
0050C2254	Thales Communications Ltd
0050C2255	STMicroelectronics SRL
0050C2256	Information Technology Corp.
0050C2257	Digicast Networks
0050C2258	Spacesaver Corporation
0050C2259	Omicron Ceti AB
0050C225A	Zendex Corporation
0050C225B	Winford Engineering
0050C225C	Softhill Technologies Ltd.
0050C225D	RDTECH
0050C225E	MITE Hradec Kralove, s.r.o.
0050C225F	Albert Handtmann Maschinenfabrik GmbH&Co.KG
0050C2260	BIOTAGE
0050C2261	Tattile Srl
0050C2262	Shanghai Gaozhi Science&Technology Development Ltd.
0050C2263	Vansco Electronics Oy
0050C2264	Confidence Direct Ltd
0050C2265	BELIK S.P.R.L.
0050C2266	ATOM GIKEN Co.,Ltd.
0050C2267	Allen Martin Conservation Ltd
0050C2268	Parabit Systems
0050C2269	Technisyst Pty Ltd
0050C226A	FG SYNERYS
0050C226B	Continental Gateway Limited
0050C226C	Crystal Vision Ltd
0050C226D	DSP DESIGN
0050C226E	ZP Engineering SEL
0050C226F	Digital Recorders Inc
0050C2270	S4 Technology Pty Ltd
0050C2271	VLSIP TECHNOLOGIES INC.
0050C2272	Verex Technology
0050C2273	Servicios Condumex, S. A. de C. V.
0050C2274	Fundación TECNALIA Research & Innovation
0050C2275	Extreme Engineering Solutions
0050C2276	Tieline Research Pty Ltd
0050C2277	T/R Systems, Inc.
0050C2278	Replicom Ltd.
0050C2279	PATLITE Corporation
0050C227A	Maestro Pty Ltd
0050C227B	LinkSecurity A/S
0050C227C	Danlaw Inc
0050C227D	ALLIED TELESIS K.K.
0050C227E	AnaLogic Computers Ltd.
0050C227F	Air Broadband Communications, Inc.
0050C2280	AGECODAGIS SARL
0050C2281	Cabtronix AG
0050C2282	Telvent
0050C2283	ANSITEX CORP.
0050C2284	Micronet Ltd.
0050C2285	Littwin GmbH & Co KG
0050C2286	ATEME
0050C2287	TECNEW Electronics Engineering Cr., Ltd.
0050C2288	RPM Systems Corporation
0050C2289	Rototype S.p.A.
0050C228A	Real Time Systems
0050C228B	Orion Technologies,LLC
0050C228C	Futaba Corporation
0050C228D	AXODE SA
0050C228E	Tattile srl
0050C228F	Spellman High Voltage Electronics Corp
0050C2290	EBNEURO SPA
0050C2291	CHAUVIN ARNOUX
0050C2292	AMIRIX Systems
0050C2293	IP Unity
0050C2294	EPSa GmbH
0050C2295	LOGOSOL, INC.
0050C2296	OpVista
0050C2297	KINETICS
0050C2298	Harvad University
0050C2299	CAD-UL GmbH
0050C229A	Packet Techniques Inc.
0050C229B	ACD Elektronik GmbH
0050C229C	2N TELEKOMUNIKACE a.s.
0050C229D	Globe Wireless
0050C229E	SELEX Communications Ltd
0050C229F	Baudisch Electronic GmbH
0050C22A0	Sterling Industry Consult GmbH
0050C22A1	Infinetix Corp
0050C22A2	Epelsa, SL
0050C22A3	West-Com Nurse Call Systems, Inc.
0050C22A4	Xipher Embedded Networking
0050C22A5	Septier Communication Ltd
0050C22A6	Brannstroms Elektronik AB
0050C22A7	Micro System Architecturing srl
0050C22A8	DVTel Israel Ltd.
0050C22A9	Dr. Staiger, Mohilo + Co GmbH
0050C22AA	DEUTA Werke GmbH
0050C22AB	AUM Infotech Private Limited
0050C22AC	BBI Engineering, Inc.
0050C22AD	ABB T&D Spa
0050C22AE	Quest Retail Technology Pty Ltd
0050C22AF	CSA  Computer & Antriebstechnik GmbH
0050C22B0	Telda Electronics
0050C22B1	Private
0050C22B2	Smiths Detection
0050C22B3	Embedded Systems Design
0050C22B4	Polatis Ltd
0050C22B5	Hobbes Computer Network Accessories
0050C22B6	Softier Inc.
0050C22B7	RAFI GmbH & Co.KG
0050C22B8	Admiral Secure Products, Ltd.
0050C22B9	Richmond Sound Design Ltd.
0050C22BA	NORCO INDUSTRIAL TECHNOLOGY INC
0050C22BB	TA Instruments Ltd
0050C22BC	Uster Technologies AG
0050C22BD	StorLink Semi
0050C22BE	Lipowsky Industrie-Elektronik GmbH
0050C22BF	PERAX
0050C22C0	Magellan Technology Pty Limited
0050C22C1	Stage Tec Entwicklungsgesellschaft für professionelle Audio
0050C22C2	Smarteye Corporation
0050C22C3	Digital SP Ltd
0050C22C4	Invensys Energy Systens (NZ) Limited
0050C22C5	Elman srl
0050C22C6	Initial Electronic Security Systems
0050C22C7	Siliquent Technologies Ltd
0050C22C8	SELCO
0050C22C9	Roseman Engineering Ltd.
0050C22CA	PUTERCOM CO., LTD
0050C22CB	FACTS Engineering LLC
0050C22CC	EMBEDDED TOOLSMITHS
0050C22CD	DataWind Research
0050C22CE	Ross Video Limited
0050C22CF	Diseño de Sistemas en Silicio S.A.
0050C22D0	Worth Data, Inc.
0050C22D1	Miritek, Inc.
0050C22D2	AIRNET COMMUNICATIONS CORP
0050C22D3	Gerber Scientific Products, Inc.
0050C22D4	Integrated System Solution Corp.
0050C22D5	PIXY AG
0050C22D6	WIS Technologies
0050C22D7	Neo Electronics Ltd
0050C22D8	SYN-TECH SYSTEMS INC
0050C22D9	Private
0050C22DA	PYRAMID Computer GmbH
0050C22DB	AutoTOOLS group Co. Ltd.
0050C22DC	Wiener, Plein & Baus GmbH
0050C22DD	Westek Technology Ltd
0050C22DE	Research Applications
0050C22DF	MICREL-NKE
0050C22E0	Baxter International Inc
0050C22E1	Access IS
0050C22E2	Ballard Technology, Inc,
0050C22E3	MG Industrieelektronik GmbH
0050C22E4	iamba LTD.
0050C22E5	Transtech DSP
0050C22E6	DALSA
0050C22E7	SafeView, Inc.
0050C22E8	S.M.V. Systemelektronik GmbH
0050C22E9	SRI International
0050C22EA	QUBIsoft S.r.l.
0050C22EB	Lingg & Janke OHG
0050C22EC	CHENGDU  BOOK DIGITAL CO., LTD
0050C22ED	4RF Communications Ltd
0050C22EE	SHF Communication Technologies AG
0050C22EF	Profline B.V.
0050C22F0	LECO Corporation
0050C22F1	Geometrics, Inc.
0050C22F2	Eurotek Srl
0050C22F3	Crossbow Technology, Inc.
0050C22F4	Efficient Channel Coding
0050C22F5	ADChips
0050C22F6	Clifford Chance LLP
0050C22F7	GILLAM-FEI S.A.
0050C22F8	SavvyCorp.com Ltd
0050C22F9	Digilent Inc.
0050C22FA	Tornado Modular Systems
0050C22FB	Arthur Industries Inc., dba On Hold Media Group
0050C22FC	Blackline Systems Corporation
0050C22FD	American Microsystems, Ltd.
0050C22FE	Saab AB
0050C22FF	Patria Advanced Solutions
0050C2300	Soredex Instrumentarium Oyj
0050C2301	Delphi Display Systems, Inc.
0050C2302	EuroDesign embedded technologies GmbH
0050C2303	CI Systems Ltd.
0050C2304	COMERSON S.r.l.
0050C2305	Symbium Corporation
0050C2306	Noran Tel Communications Ltd.
0050C2307	UNIONDIGITAL.,CO.LTD
0050C2308	FiveCo
0050C2309	Rackmaster Systems, Inc.
0050C230A	Innings Telecom Inc.
0050C230B	VX Technologies Inc.
0050C230C	TEAMLOG
0050C230D	SETARAM
0050C230E	Leviton Manufacturing Co., Inc
0050C230F	Digicontrole Lda
0050C2310	CYBERTRON CO., LTD.
0050C2311	Comodo
0050C2312	Dese Technologies SL
0050C2313	SAIA Burgess Controls AG
0050C2314	MicroBee Systems, Inc
0050C2315	ifak system GmbH
0050C2316	Dataline AB
0050C2317	Cosine Systems, Inc.
0050C2318	Milmega Ltd
0050C2319	Invatron Systems Corp.
0050C231A	Zodiak Data Systems
0050C231B	Datacon
0050C231C	AxyomCore Inc.
0050C231D	Imarda New Zealand Limited
0050C231E	C3-ilex, LLC
0050C231F	Geotech Instruments, LLC
0050C2320	DTASENSOR S.p.A.
0050C2321	UXP
0050C2322	BQT Solutions (Australia) Limited
0050C2323	Red Rock Networks
0050C2324	ODIXION
0050C2325	Federal Aviation Administration
0050C2326	Navionics S.p.A.
0050C2327	Dornier GmbH
0050C2328	I.C.S. Electronics Limited
0050C2329	Imax
0050C232A	Phytec Messtechnik GmbH
0050C232B	Digital Multimedia Technologies Spa
0050C232C	Integrated Silicon Solution (Taiwan), Inc.
0050C232D	Consens Zeiterfassung GMBH
0050C232E	MANUSA-GEST, S.L.
0050C232F	PULTRONICS
0050C2330	Sicon srl
0050C2331	Broadcast Sports Inc
0050C2332	PUNJAB COMMUNICATIONS LTD
0050C2333	Radix Corporation
0050C2334	Picture Elements, Inc.
0050C2335	Nimcat Networks
0050C2336	Golden River Traffic
0050C2337	ETI
0050C2338	Ernitec A/S
0050C2339	Secure Systems & Services
0050C233A	United Telecoms Ltd
0050C233B	MultimediaLED
0050C233C	SkipJam
0050C233D	GD Mission Systems
0050C233E	CA Technology, Inc
0050C233F	EXYS bvba
0050C2340	Virtu
0050C2341	Novx Systems
0050C2342	St. Michael Strategies
0050C2343	ABB Xiamen Switchgear Co. Ltd.
0050C2344	ads-tec GmbH
0050C2345	ACT
0050C2346	biokeysystem
0050C2347	Row Seven Ltd
0050C2348	KoolSpan, Inc.
0050C2349	SSI Schaefer Peem
0050C234A	NIE Corporation
0050C234B	Ecutel Systems, Inc.
0050C234C	Chuo Electric Works Co., LTD.
0050C234D	BMK professional electronics GmbH
0050C234E	ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C234F	North Pole Engineering, Inc.
0050C2350	Kinesys Projects Limited
0050C2351	Finesystem Co., Ltd
0050C2352	LUCEO
0050C2353	Crossing Informationssysteme GmbH
0050C2354	Advanced IP Communications
0050C2355	IHM
0050C2356	Baytech Cinema
0050C2357	Athena Semiconductor
0050C2358	ALCEA
0050C2359	Kramer Electronics Ltd.
0050C235A	Advanced Si-Net Co., LTD.
0050C235B	VLSIP TECHNOLOGIES, INC
0050C235C	Ratotec GmbH
0050C235D	NetTest A/S
0050C235E	Jobin Yvon,Inc
0050C235F	F.Imm. S.r.L.
0050C2360	Digital Receiver Technology
0050C2361	Contec
0050C2362	AZD Praha s.r.o.
0050C2363	Septentrio nv/sa
0050C2364	Tattile srl
0050C2365	VPG
0050C2366	Vanguard Technology Corp.
0050C2367	CANMAX Technology Ltd.
0050C2368	ASPEL S.A.
0050C2369	Always On Wireless
0050C236A	Optronic Partner pr AB
0050C236B	Minerva Technology Inc
0050C236C	RISCO Group
0050C236D	Oplink Communications
0050C236E	Minicom Advanced Systems Ltd
0050C236F	XIMEA s.r.o.
0050C2370	Europe Technologies
0050C2371	DIGITAL ART SYSTEM
0050C2372	ELV Elektronik AG
0050C2373	Companion Worlds, inc.
0050C2374	Owasys Advanced Wireless Devices
0050C2375	TIR Systems Ltd.
0050C2376	CLEODE
0050C2377	Xycom VME
0050C2378	Daintree Networks Pty
0050C2379	Control LAN S.A.
0050C237A	IDA Corporation
0050C237B	Freescale Semiconductor
0050C237C	MODIA SYSTEMS Co., Ltd
0050C237D	VeroTrak Inc.
0050C237E	Ni.Co. S.r.l.
0050C237F	Foresearch
0050C2380	EKE-Electronics Ltd.
0050C2381	Realtime Engineering AG
0050C2382	Colorado vNet
0050C2383	ICS Electronics
0050C2384	Wireless Reading Systems Holding ASA
0050C2385	SUNGJIN NEOTECH Co.Ltd.
0050C2386	Precision System Science Co.,Ltd
0050C2387	Inoteska s.r.o.
0050C2388	IEE Inc
0050C2389	Exavio Inc.
0050C238A	Embedtronics Enterprise
0050C238B	InterBridge,Inc.
0050C238C	EPSILON SRL
0050C238D	A&G Soluzioni Digitali
0050C238E	Nordic Alarm AB
0050C238F	TTC Telecom
0050C2390	TC Communications
0050C2391	Esensors, Inc.
0050C2392	Phytec Messtechnik GmbH
0050C2393	SYS TEC electronic GmbH
0050C2394	Embedit A/S
0050C2395	vidisys gmbh
0050C2396	RapidWave Inc.
0050C2397	MANGO DSP Ltd.
0050C2398	Inhand Electronics, Inc.
0050C2399	Advanced Micro Controls Inc.
0050C239A	Optical Air Data Systems
0050C239B	YUYAMA MFG Co.,Ltd
0050C239C	TIYODA MFG CO.,LTD.
0050C239D	DigitalDeck, Inc.
0050C239E	A.R.G ElectroDesign Ltd
0050C239F	Isensix
0050C23A0	StreetFire Sound Labs, LLC
0050C23A1	Samsoft
0050C23A2	Vegas Amusement
0050C23A3	Star Link Communication Pvt. Ltd.
0050C23A4	Silvertree Engineering Ltd
0050C23A5	LabJack Corporation
0050C23A6	IntelliDesign Pty Ltd
0050C23A7	Elektrotechnik & Elektronik Oltmann GmbH
0050C23A8	Engim, Inc.
0050C23A9	Westronic Systems Inc.
0050C23AA	Networked Robotics Corporation
0050C23AB	taskit Rechnertechnik GmbH
0050C23AC	InAccess Networks
0050C23AD	Spirent Communications (Scotland) Limited
0050C23AE	Hankuk Tapi Computer Co., Ltd
0050C23AF	Norbit ODM AS
0050C23B0	Microtarget Tecnologia Digital Ltda.
0050C23B1	Specstroy-Svyaz Ltd
0050C23B2	Tennessee Valley Authority
0050C23B3	Media Lab., Inc.
0050C23B4	Contrôle Analytique inc.
0050C23B5	NEC TOKIN Corporation
0050C23B6	Arecont Vision
0050C23B7	Mindspeed Technologies
0050C23B8	Keith & Koep GmbH
0050C23B9	Gilbarco Autotank AB
0050C23BA	Phytec Messtechnik GmbH
0050C23BB	IMAGO Technologies GmbH
0050C23BC	Tyzx, Inc.
0050C23BD	Bigbang L.T.D.
0050C23BE	Pauly Steuer- und Regelanlagen GmbH & Co. KG
0050C23BF	Audio Processing Technology Ltd
0050C23C0	EDA Industries Pte. Ltd
0050C23C1	MicroTek Electronics, Inc.
0050C23C2	Casabyte Inc.
0050C23C3	4g Technologies, L.P.
0050C23C4	Sypris Electronics
0050C23C5	Silicon Optix Canada Inc.
0050C23C6	Net Optics
0050C23C7	Salent Technologies Ltd
0050C23C8	Wheels of Zeus Inc.
0050C23C9	Dilax Intelcom AG
0050C23CA	ABB Inc.
0050C23CB	Analytica GmbH
0050C23CC	Linkwell Telesystems Pvt Ltd
0050C23CD	Micro-Measurements
0050C23CE	Ward Leonard Electric Company
0050C23CF	Technovare Systems, Inc.
0050C23D0	Micro-Robotics Limited
0050C23D1	Braintronics BV
0050C23D2	Adilec Enginyeria SL
0050C23D3	American LED-gible Inc.
0050C23D4	Wisnu and Supak Co.,Ltd.
0050C23D5	Fluke Biomedical, Radiation Management Services
0050C23D6	Comlab Inc.
0050C23D7	TTC TELEKOMUNIKACE Ltd
0050C23D8	Key Systems , Inc.
0050C23D9	Bavaria Digital Technik GmbH
0050C23DA	M5 Data Limited
0050C23DB	Osmetech Inc.
0050C23DC	3D perception AS
0050C23DD	ELMIC GmbH
0050C23DE	ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C23DF	BiODE Inc.
0050C23E0	Oy Stinghorn Ltd
0050C23E1	NeuLion Incorporated
0050C23E2	SysNova
0050C23E3	CSIRO - Division of Exploration and Mining
0050C23E4	CUE, a.s.
0050C23E5	Vacon Plc
0050C23E6	CRDE
0050C23E7	Revolution Education Ltd
0050C23E8	Conformative Systems, Inc.
0050C23E9	MedAvant Healthcare
0050C23EA	Alro Information Systems SA
0050C23EB	ISS International
0050C23EC	Teneros
0050C23ED	The Board Room Inc.
0050C23EE	Commoca, Inc
0050C23EF	PAT Industries, DBA Pacific Advanced Technology
0050C23F0	megatec electronic GmbH
0050C23F1	Salland Electronics Holding BV
0050C23F2	STL GmbH
0050C23F3	Hitachi Energy Germany AG
0050C23F4	MC TECHNOLOGY GmbH
0050C23F5	Phaedrus Limited
0050C23F6	dAFTdATA Limited
0050C23F7	Advantage R&D
0050C23F8	Superna Ltd
0050C23F9	Sintium Ltd
0050C23FA	Tumsan
0050C23FB	nVent, Schroff GmbH
0050C23FC	Weinberger Deutschland GmbH
0050C23FD	HARTMANN software GbR
0050C23FE	HaiVision Systems Inc
0050C23FF	Cast Iron Systems
0050C2400	SmartMotor AS
0050C2401	Promess Incorporated
0050C2402	Numeron Sp. z o.o.
0050C2403	Rohde&Schwarz Topex SA
0050C2404	NanShanBridge Co.Ltd
0050C2405	Guralp Systems Limited
0050C2406	CoreStreet, Ltd
0050C2407	AIE Etudes
0050C2408	TERN, Inc.
0050C2409	KTEC LTD
0050C240A	Contec Steuerungstechnik & Automation GmbH
0050C240B	Center VOSPI JSC
0050C240C	Applied Materials UK Ltd
0050C240D	Afonics Fibreoptics Ltd
0050C240E	ads-tec GmbH
0050C240F	BIR,INC.
0050C2410	Grossenbacher Systeme AG
0050C2411	Multimessage Systems Ltd.
0050C2412	TSB Solutions Inc.
0050C2413	Goodrich
0050C2414	Talleres de Escoriaza SA
0050C2415	SensoTech GmbH
0050C2416	SELCO s.r.l.
0050C2417	QT systems ab
0050C2418	Planea Oy
0050C2419	Mecsel Oy
0050C241A	Bluewater Systems Ltd
0050C241B	LogiM GmbH Software und Entwicklung
0050C241C	Infrasafe, Inc.
0050C241D	Altronic, Inc.
0050C241E	Videotek Sistemas Eletronicos Ltda.
0050C241F	Avionica, Inc
0050C2420	Boundless Technologies
0050C2421	EFSYS
0050C2422	ads-tec GmbH
0050C2423	Power-One Inc.
0050C2424	Metrolab Technology SA
0050C2425	Pinnacle Technology
0050C2426	STOM System
0050C2427	Scheidt & Bachmann GmbH
0050C2428	Roxar A/S
0050C2429	Matthews Australasia
0050C242A	DSP DESIGN
0050C242B	VLSIP TECHNOLOGIES, INC.
0050C242C	Trapeze Software Group Inc
0050C242D	Argo-Tech
0050C242E	Oelmann Elektronik GmbH
0050C242F	Win4NET
0050C2430	Arcom Digital
0050C2431	Octatron, Inc.
0050C2432	Topway Industries Ltd.
0050C2433	Idetech Europe S.A.
0050C2434	ImperativeNetworks
0050C2435	ADATEL TELECOMUNICACIONES S.A.
0050C2436	Satellite Services BV
0050C2437	PowerWAN, Inc
0050C2438	Telecom Protection Technologies Limited
0050C2439	Peleton Photonic Systems
0050C243A	ProDesign GmbH
0050C243B	A3IP
0050C243C	Ducommun LaBarge Technologies, Inc
0050C243D	Ann Arbor Sensor Systems LLC
0050C243E	Coppercom
0050C243F	ARVOO Imaging Products BV
0050C2440	Advanced Modular Computers Ltd.
0050C2441	Sammi Information Systems Co.,Ltd
0050C2442	Pico Computing, Inc.
0050C2443	Pickering Laboratories
0050C2444	Offshore Systems Ltd
0050C2445	MICRONIC s.r.o.
0050C2446	Micro Technic A-S
0050C2447	Grupo Epelsa S.L.
0050C2448	Comtech Systems Inc.
0050C2449	BLEILE DATENTECHNIK GmbH
0050C244A	Elettronica Santerno SpA
0050C244B	Solace Systems, Inc.
0050C244C	Computime Systems UK Ltd.
0050C244D	Electro-Matic Products, Inc.
0050C244E	QQ Technology,Inc
0050C244F	kippdata GmbH
0050C2450	Enconair Ecological Chambers Inc.
0050C2451	HAMEG GmbH
0050C2452	Scame Sistemi srl
0050C2453	Erhardt+Leimer GmbH
0050C2454	Brivo Systems, LLC
0050C2455	Gogo BA
0050C2456	DRDC Valcartier
0050C2457	Danbridge
0050C2458	HRZ data GmbH
0050C2459	Phytec Messtechnik GmbH
0050C245A	Funkwerk plettac electronic GmbH
0050C245B	Matra Electronique
0050C245C	Deister Electronic GmbH
0050C245D	Digital Engineering, Inc.
0050C245E	Halliburton - Sperry Drilling Service
0050C245F	T2C Marketing AB
0050C2460	Vitelnet
0050C2461	TATTILE SRL
0050C2462	CT Company
0050C2463	Codem Systems, Inc.
0050C2464	XYTAC system technologies
0050C2465	PDTS GmbH
0050C2466	LONAP Limited
0050C2467	United Western Technologies
0050C2468	Network I/O
0050C2469	Bipom Electronics, Inc.
0050C246A	ISE GmbH
0050C246B	EASYTECH GmbH
0050C246C	CAMCO GmbH
0050C246D	Paul Scherrer Institut (PSI)
0050C246E	Avenir Technologies Inc.
0050C246F	Neuroware
0050C2470	Cybectec inc.
0050C2471	Pixtree Technologies, inc.
0050C2472	KOP Ltd
0050C2473	Sensus Metering Systems Israel
0050C2474	Venue 1, Inc.
0050C2475	ISEPOS GmbH
0050C2476	Ascon S.p.a.
0050C2477	SEV Tidsystem AB
0050C2478	Metafix Inc.
0050C2479	Unlimited Bandwidth LLC
0050C247A	Efficient Channel Coding
0050C247B	Pitney Bowes, Inc
0050C247C	AUCONET GmbH
0050C247D	WIT Inc
0050C247E	Energie Umwelt Systemtechnik GmbH
0050C247F	BRIT Inc.
0050C2480	SELKOM GmbH
0050C2481	Computer Sciences Corp
0050C2482	PRIAMUS SYSTEM TECHNOLOGIES AG
0050C2483	SES
0050C2484	Kooltech LLC
0050C2485	Phytec Messtechnik GmbH
0050C2486	Safegate International AB
0050C2487	Eridon Corporation
0050C2488	DA SISTEMI SPA
0050C2489	EREE Electronique
0050C248A	Mobile Matrix, Inc.
0050C248B	ads-tec GmbH
0050C248C	UNITON AG
0050C248D	Metron Sp. z o.o.
0050C248E	Teledyne Tekmar
0050C248F	DENGYOSHA co.,LTD.
0050C2490	Cloanto Corporation
0050C2491	Fr. Sauter AG
0050C2492	TRAFSYS AS
0050C2493	Artis GmbH
0050C2494	Ultimate Technology, Inc.
0050C2495	VAZA Elektronik AB
0050C2496	Acutelogic Corporation
0050C2497	Advanced Driver Information Technology GmbH
0050C2498	Quartet Technology, Inc.
0050C2499	Trellia Networks
0050C249A	TelASIC Communications, Inc.
0050C249B	vg controls, inc
0050C249C	Envisacor Technologies Inc.
0050C249D	Critical Link LLC
0050C249E	Armorlink Co .Ltd
0050C249F	GCS, Inc
0050C24A0	Advanced technologies & Engineering (pty) Ltd
0050C24A1	nVent, Schroff GmbH
0050C24A2	SPECS GmbH
0050C24A3	Protium Technologies, Inc.
0050C24A4	IEEE P1609 WG
0050C24A5	Teledyne Monitor Labs
0050C24A6	BUYANG ELECTRONICS INDUSTRIAL CO., LTD.
0050C24A7	iseg Spezialelektronik GmbH
0050C24A8	CYJAYA Korea
0050C24A9	Faber Electronics BV
0050C24AA	HEINEN ELEKTRONIK GmbH
0050C24AB	JVF Communications Ltd
0050C24AC	Doramu Co.,Ltd.
0050C24AD	OpenPeak, Inc.
0050C24AE	ads-tec GmbH
0050C24AF	Orbis Oy
0050C24B0	Esmart Distribution Pte Ltd
0050C24B1	NSFOCUS Information Technology Co., Ltd.
0050C24B2	TESLA, a.s.
0050C24B3	ANSA Corporation
0050C24B4	Matrix Audio Designs
0050C24B5	Valley Tecnologia
0050C24B6	General Resources Co., LTD.
0050C24B7	GFI Chrono Time
0050C24B8	Shenzhen Hongdian Technologies.,Ltd
0050C24B9	Rose Technologies
0050C24BA	Mistletoe Technologies
0050C24BB	Protonic Holland
0050C24BC	Saia Burgess Controls AG
0050C24BD	Argon ST
0050C24BE	Digital Dynamics, Inc.
0050C24BF	Westinghouse Rail Systems Ltd
0050C24C0	Bio-logic Systems Corp
0050C24C1	Movaz Networks, Inc.
0050C24C2	Elbit Systems Ltd.
0050C24C3	Quantum3D, Inc.
0050C24C4	Black Diamond Video, Inc.
0050C24C5	eXray Broadband Inc.
0050C24C6	Rubin Ltd.
0050C24C7	Transbit Sp.z o.o.
0050C24C8	Neets
0050C24C9	Scirocco AB
0050C24CA	Yarg Biometrics Limited
0050C24CB	Verint Systems Ltd
0050C24CC	ImpediMed Limited
0050C24CD	Securiton AG
0050C24CE	Open Date Equipment Limited
0050C24CF	Ziehl-Abegg AG
0050C24D0	RCS Energy Management Ltd
0050C24D1	SLICAN sp. z o.o.
0050C24D2	Twoway CATV SERVICE INC.
0050C24D3	ELPROC sp. z o.o.
0050C24D4	Herholdt Controls srl
0050C24D5	SEBA Design Pty Ltd
0050C24D6	Ingenieurbüro Schober
0050C24D7	DELTA TAU DATA SYSTEMS, INC.
0050C24D8	Avantry Ltd.
0050C24D9	GE Security Kampro
0050C24DA	MEDIORNET GmbH
0050C24DB	Alfing Montagetechnik GmbH
0050C24DC	Ace Electronics, Inc.
0050C24DD	Truteq Wireless (PTY) Ltd.
0050C24DE	GD Mission Systems
0050C24DF	Thermo Electron
0050C24E0	Telematrix
0050C24E1	SS Telecoms CC
0050C24E2	Applied Research Laboratories: UT
0050C24E3	Romteck Pty Ltd
0050C24E4	Embigence GmbH
0050C24E5	Sedo Systems Ltd
0050C24E6	Photonic Bridges  Inc.
0050C24E7	Computerized Elevator Contol
0050C24E8	SATEL sp. z o.o.
0050C24E9	Seachange international
0050C24EA	PMC
0050C24EB	Mandozzi Elettronica SA
0050C24EC	Thales Defence and Security Systems GmbH
0050C24ED	Lab X Technologies, LLC
0050C24EE	Beijing Corelogic Communication Co., Ltd.
0050C24EF	Creative Retail Entertainment
0050C24F0	MedAvant Healthcare
0050C24F1	Packet Island Inc.
0050C24F2	Tantronic AG
0050C24F3	Autronica Fire And Securirty
0050C24F4	O2RUN
0050C24F5	Monroe Electronics, Inc.
0050C24F6	RealD, Inc.
0050C24F7	WaveIP
0050C24F8	Prodco International Inc.
0050C24F9	RTDS Technologies Inc.
0050C24FA	Cambridge Technology, Inc.
0050C24FB	BES Technology Group
0050C24FC	Hwayoung RF Solution Inc
0050C24FD	Network Automation mxc AB
0050C24FE	GEM ELETTRONICA Srl
0050C24FF	Dakty GmbH
0050C2500	Orenco Systems, Inc.
0050C2501	IBEX UK Limited
0050C2502	Criterion Systems Limited
0050C2503	RESPIRONICS INC.
0050C2504	Aphex Systems Ltd.
0050C2505	Computerwise, Inc.
0050C2506	7+ Kft
0050C2507	Micro Connect Pty Ltd
0050C2508	PUTERCOM ENTERPRISE CO., LTD.
0050C2509	Hillcrest Laboratories, Inc.
0050C250A	Monitor Business Machines Ltd
0050C250B	Logic Beach Inc
0050C250C	AIRWISE TECHNOLOGY CO., LTD.
